0	237
1	235
2	226
3	216
4	218
5	242
6	227
7	247
8	233
9	242
10	520
11	217
12	222
13	252
14	271
15	266
16	287
17	249
18	268
19	263
20	307
21	262
22	258
23	263
24	271
25	305
26	255
27	238
28	269
29	261
30	302
31	268
32	260
33	260
34	235
35	245
36	235
37	228
38	217
39	225
